Sitename,Labcode,Longitude,Latitude,Yrs BP,STD
Iwelen,C2623,8.43,19.77,3175,130
Iwelen,190Orsay,8.43,19.77,1895,160
Iwelen,189Orsay,8.43,19.77,2550,350
Iwelen,188Orsay,8.43,19.77,2770,350
Izimane,Gif1655,6.9,28.73,3600,100
Izimane Tinrhert,Ly3083,6.9,28.73,9810,250
Izimane Tinrhert,Ly3082,6.9,28.73,4200,180
Izimane Tinrhert,Ly2643,6.9,28.73,8060,140
Izimane Tinrhert,Ly2642,6.9,28.73,6780,140
Izoudadene,187ParisVI,9.12,19.55,4635,70
Izoudadene,186Orsay,9.12,19.55,6270,200
Izriten,Mc711,-9.79,31.45,7860,170
Izriten site 11,Mc557,-9.79,31.45,8100,110
Izriten site 11,Gif2910,-9.79,31.45,10430,180
Izriten site 11,Gif2909,-9.79,31.45,6100,120
Izriten site 11,Gif2908,-9.79,31.45,9450,160
Izriten site 16,Mc709,-9.79,31.45,4320,120
Izriten site 16,Mc708-b,-9.79,31.45,3830,100
Izriten site 16,Mc708-a,-9.79,31.45,3130,100
Izriten site 16,Mc707,-9.79,31.45,3540,100
Izriten site 19,Mc556,-9.79,31.45,6150,120
Izriten site 19,Mc555,-9.79,31.45,6350,120
Jaatcha,x1135,9.03,34.58,5000,150
Jabbaren,Mc14,9.73,24.48,5460,300
Jabbaren I,Sa65,9.73,24.48,4270,300
Jabbaren II,Sa66,9.73,24.48,5470,300
Jaqub,KN5359,28.42,25,2895,40
Jaqub,KIA21008,28.42,25,3240,20
Jaqub,KIA20683,28.42,25,3755,30
Jaqub,KIA12423,28.42,25,2880,35
Jaqub,Erl2877,28.42,25,2963,52
Jaqub,Erl2876,28.42,25,3232,53
Je Tadart,Gif6461,-3.03,17.42,8500,120
Jebel Muftah,Hv11586,26,23.33,5905,110
Jenne Jeno,RL808,-4.54,13.89,1570,110
Jenne Jeno,RL807,-4.54,13.89,2160,180
Jenne Jeno,RL1622,-4.54,13.89,2090,110
Jenne Jeno,RL1621,-4.54,13.89,1910,110
Jenne Jeno,RL1620,-4.54,13.89,2060,110
Jenne Jeno,RL1619,-4.54,13.89,2050,120
Jenne Jeno,RL1618,-4.54,13.89,1300,110
Jenne Jeno,RL1581,-4.54,13.89,1800,120
Jenne Jeno,RL1578,-4.54,13.89,1310,100
Jenne Jeno,RL1576,-4.54,13.89,1790,120
Jenne Jeno,RL1575,-4.54,13.89,1310,120
Jenne Jeno,RL1574,-4.54,13.89,1860,100
Jenne Jeno,RL1573,-4.54,13.89,1590,110
Jenne Jeno,RL1571,-4.54,13.89,1060,110
Jenne Jeno,P2742,-4.54,13.89,1990,50
Jenne Jeno,P2682,-4.54,13.89,1430,170
Jenne Jeno,P2679,-4.54,13.89,1660,150
Jioua,Ly3249,-16.05,17.72,5960,140
Jorfel Yhoudi,Hv7065,-9.25,32.25,5075,80
Jsmagamag 1,OxA-18227,0.342,16.842,1313,26
Jsmagamag 1,OxA-18166,0.342,16.842,3855,40
Jsmagamag 2,OxA-X-2287-29,0.342,16.842,3604,30
Jsmagamag 2,OxA-X-2287-28,0.342,16.842,4121,31
Jsmagamag 2,OxA-18228,0.342,16.842,3607,31
Jsmagamag 2,OxA-18167,0.342,16.842,3700,60
Kabbashi A,T6645,32.57,15.89,6150,80
Kabbashi A,Rom262,32.57,15.89,6280,85
Kabbashi Haitah,T6654,32.58,15.88,7470,90
Kabbashi Haitah,Rom259,32.58,15.88,6630,90
Kadda,I1714,-0.88,26.2,6470,190
Kadda,I1645,-0.88,26.2,10100,200
Kadero,T2189,32.6,15.77,5030,70
Kadero,KN2823,32.6,15.77,5380,65
Kadero,KN2822,32.6,15.77,5610,55
Kadero,KN2821,32.6,15.77,5500,70
Kadero I,SMU482,32.6,15.77,5280,90
Kadero II,T3260,32.6,15.77,5360,80
KaderoI,T2188,32.6,15.77,5260,90
Kafra,T341,12.33,18.98,7000,100
Kandel Bouzou,T279,10.98,15.4,6900,150
Kaniana,RL1579,-4.53,13.88,1210,110
Kareygoro,Gif4257,2.02,13.52,1450,90
Karkarichinkat Nord,OxA-16977,0.233,16.846,3986,31
Karkarichinkat Nord,OxA-16976,0.233,16.846,3913,33
Karkarichinkat Nord,OxA-16975,0.233,16.846,3877,33
Karkarichinkat Nord,OxA-16974,0.233,16.846,3853,32
Karkarichinkat Nord,OxA-16973,0.233,16.846,3988,32
Karkarichinkat Nord,OxA-16920,0.233,16.846,3922,33
Karkarichinkat Nord,OxA-16919,0.233,16.846,4011,33
Karkarichinkat Nord,OxA-16898,0.233,16.846,3889,32
Karkarichinkat Nord,OxA-16897,0.233,16.846,3856,32
Karkarichinkat Nord,OxA-16896,0.233,16.846,3882,32
Karkarichinkat Nord,OxA-16895,0.233,16.846,3894,32
Karkarichinkat Nord,N1398,0.233,16.846,3620,80
Karkarichinkat Nord,N1397,0.233,16.846,3710,85
Karkarichinkat Sud,N1396,0.199,16.867,3950,90
Karkarichinkat Sud,N1395,0.199,16.867,3960,160
Karkarichinkat Sud,N1394,0.199,16.867,3640,100
Karkarichinkat Sud,Gif851,0.199,16.867,3310,110
Kase Gorou C.7.3,LGQ118,2.83,15.15,3938,288
Kawinza,C2274,-4.5,15.75,1235,50
Kawinza,C2272,-4.5,15.75,1050,40
Kebir Rosa,Gif4202,18.7,16.12,2360,100
Kebir Rosa,Gif4193,18.7,16.12,1480,100
Kef Zoura D,SMU712,7.7,35.04,9390,130
Kef Zoura D,SMU704,7.7,35.04,8580,150
Kef Zoura D,SMU1154,7.7,35.04,6770,90
Kef Zoura D,SMU1121,7.7,35.04,8390,170
Kef Zoura D,SMU1120,7.7,35.04,7350,50
Kef Zoura D,SMU1108,7.7,35.04,9100,130
Kef Zoura D,SMU1099,7.7,35.04,6520,170
Kef Zoura D,SMU1097,7.7,35.04,7442,560
Kef Zoura D,SMU1096,7.7,35.04,7210,340
Kef Zoura D,SMU1095,7.7,35.04,7590,60
Kef Zoura D,SMU1084,7.7,35.04,6620,110
Kef Zoura D,SMU1082,7.7,35.04,7750,50
Kef Zoura D,SMU1081,7.7,35.04,7150,200
Kef Zoura D,I9838,7.7,35.04,6575,170
Kef Zoura D,I9837,7.7,35.04,6505,125
Kef Zoura D,I9836,7.7,35.04,6485,125
Kef Zoura D,I9835,7.7,35.04,5965,115
Kef Zoura D,AECV1813C,7.7,35.04,7430,90
Kef Zoura D,AECV1812C,7.7,35.04,7340,120
Kehel Hammar,OxA11929,-5.14,35.41,14110,60
Kehel Hammar,OxA11928,-5.14,35.41,14005,55
Kehel Hammar,OxA11927,-5.14,35.41,13805,55
Kehel Hammar,OxA11926,-5.14,35.41,13345,50
Kehel Hammar,OxA11417,-5.14,35.41,15940,80
Kehf Tahtel Ghar,Ly7695,-5.47,35.88,9865,75
Kehf Tahtel Ghar,Ly7289,-5.47,35.88,13300,180
Kehf Tahtel Ghar,Ly7287,-5.47,35.88,9910,50
Khant,Ly990,-16.44,16.13,5650,140
Khant,Ly988,-16.44,16.13,5340,120
Khant,Dak6,-16.44,16.13,1751,113
Khant 1,Dak69,-16.44,16.13,4225,110
Khant 1,Dak60,-16.44,16.13,4352,123
Khant 2,Dalc191,-16.44,16.13,5415,120
Khant 2,Dak39,-16.44,16.13,5248,177
Kharga,SMU384,30.63,25.48,5300,70
Kharga,SMU378,30.63,25.48,7920,90
Kharga,SMU376,30.63,25.48,5320,70
Kharga,Hv8316,30.63,25.48,4210,60
Kharga,Hv8240,30.63,25.48,6410,90
Kharga,x54,30.63,25.48,9195,65
Kharga E7616,SMU734,30.63,25.65,7860,90
Kharga E7616,SMU326,30.63,25.65,7850,70
Kharga E764,SMU412,30.63,25.65,4650,60
Kharga E766,SMU734a,30.63,25.65,8240,90
Kharga E766,SMU326a,30.63,25.65,8200,70
Kharga E767,SMU741,30.63,25.65,5450,80
Kharga E767,SMU377,30.63,25.65,2900,70
Kharga E768,SMU408,30.63,25.65,4740,60
Khashur el Girba,SMU1607,35.92,14.97,7700,90
Khatt Lemaiteg,Ly2974,-14.67,19.2,3040,160
Khatt Lemaiteg,Ly2502,-14.67,19.2,3310,200
Khatt Lemaiteg,Ly2501,-14.67,19.2,3350,130
Khatt Lemaiteg,Gif6891,-14.67,19.2,2830,60
Khattara,x53,32.67,25.67,5750,400
Khattara,x52,32.67,25.67,5500,500
Khattara KH6A,SMU355,32.67,25.67,4810,80
Khellal II,Mc401,5.88,30.49,7750,100
Khnachich,Gif6864,-2.58,22,8540,120
Kichi Kichi,Gif1234,17.78,17.32,3380,130
Kichi Kichi,Gif1233,17.78,17.32,11950,280
Kirkissoy,NIA58,2.22,13.46,2940,210
Kirkissoy,NIA121,2.22,13.46,2825,80
Kirkissoy,LGQ257,2.22,13.46,3050,130
Kiseiba scarp,SMU1015,30.03,22.83,8620,70
Kiseiba scarp,SMU1014,30.03,22.83,8080,90
Km 25 sud Nktt,Gif6250,-16.02,17.83,1050,100
Knachich,LGQ136,-2.21,23.13,5520,160
Knachich,Gif7847,-2.21,23.13,7280,120
Kobadi,Paris221,-5.48,15.35,3335,100
Kobadi,Pa223,-5.48,15.35,2415,120
Kobadi,Pa222,-5.48,15.35,2880,120
Kobadi,Pa221,-5.48,15.35,3335,100
Kobadi,Dak56,-5.48,15.35,2663,145
Kolima D,T2828,-5.42,15.33,1040,80
Kolle,Ny83,18.98,16.17,1460,220
Kori Mammamet,185ParisVI,7.67,19.27,1280,60
Kori Mammamet,184Orsay,7.67,19.27,1270,65
Koro Toro,I2165,18.48,16.08,3160,105
Koro Toro,Hv2895,18.48,16.08,2320,70
Koro Toro,Hv2751,18.48,16.08,1510,75
Koro Toro,Gif4195,18.48,16.08,1400,100
Koro Toro,Gif4194b,18.48,16.08,1580,100
Koro Toro,Gif4194,18.48,16.08,1400,100
Koro Toro,Gif1095,18.48,16.08,9470,220
Koro Toro,45ParisVI,18.48,16.08,1670,80
Koro Toro 9km sw,Gif1606,18.45,16.02,3000,110
Koro Toro A,Gif4199,18.48,16.08,1170,90
Koro Toro B,Gif4198,18.48,16.08,1230,100
Koufra,x64,23.28,24.22,2996,50
Koufra,x63,23.28,24.22,2632,50
Koufra sud,Gif83b,14,22.5,6300,320
Kouga,Sa76,-4,16.33,950,120
Koumbi Saleh,Ly3147,-7.98,15.77,1620,150
Koumbi Saleh,Ly3146,-7.98,15.77,1270,90
Koumbi Saleh,Ly2540,-7.98,15.77,1020,150
Koumbi Saleh,Lv2537,-7.98,15.77,880,170
Koumbi Saleh,Lv2532,-7.98,15.77,870,85
Koumbi Saleh,Lv2508,-7.98,15.77,780,90
Koumbi Saleh,Lv2505,-7.98,15.77,810,170
Koumbi Saleh,Lv2504,-7.98,15.77,950,130
Koumbi Saleh,Lv1610,-7.98,15.77,1400,160
Koumbi Saleh,Dak157,-7.98,15.77,1122,125
Koumbi Saleh,Dak156,-7.98,15.77,981,114
Krime (BirKhanam),Gif4197,18.47,16.02,1410,100
KS043,IFAO273,30.63,24.5,5967,52
KS043,IFAO266,30.63,24.5,5248,51
KS043,IFAO186,30.63,24.5,5512,34
KS043,IFAO172,30.63,24.5,5699,51
KS043,IFAO171,30.63,24.5,5530,50
KS043,IFAO170,30.63,24.5,4594,72
KS043,IFAO168,30.63,24.5,6053,52
KS043,IFAO167,30.63,24.5,5586,50
KS043,IFAO165,30.63,24.5,5840,61
KS043,IFAO082,30.63,24.5,5109,69
KS043,IFAO045,30.63,24.5,7460,83
Kubbaniya E78.4,C450A,32.42,24.08,4850,150
Kubbaniya E78.4,C447,32.42,24.08,2670,100
Kubbaniya E78.4,x447,32.42,24.08,2670,220
La Aldea,x40,-15.5,28,2080,60
Laasailia,Gif3465,-13.48,26.83,3100,110
Laasailia,Gif3269,-13.48,26.83,2740,110
Lake Gureinat,Hv16251,27.3,16.97,7400,140
Lake Gureinat,Hv15558,27.3,16.97,7130,105
Lake Gureinat,Hv15557,27.3,16.97,7100,105
Lake Gureinat,x315,27.3,16.97,9335,70
Lake Gureinat,x314,27.3,16.97,7375,90
Lake Gureinat,x313,27.3,16.97,6280,70
Lake Gureinat,x312,27.3,16.97,5935,160
Lake Sidigh Complex,x311,26.77,16.92,9735,215
Lake Sidigh Complex,x310,26.77,16.92,9450,120
Lake Sidigh Complex,x309,26.77,16.92,9320,120
Lake Sidigh Complex,x308,26.77,16.92,9290,120
Lake Sidigh Complex,x307,26.77,16.92,9195,85
Lake Sidigh Complex,x306,26.77,16.92,9060,65
Lake Sidigh Complex,x305,26.77,16.92,8815,120
Lake Sidigh Complex,x304,26.77,16.92,8765,140
Lake Sidigh Complex,x303,26.77,16.92,8420,255
Lake Sidigh Complex,x302,26.77,16.92,7985,90
Lake Sidigh Complex,x301,26.77,16.92,7370,80
Lake Sidigh Complex,x300,26.77,16.92,6895,170
Lake Sidigh Complex,x299,26.77,16.92,6715,290
Lake Sidigh Complex,x298,26.77,16.92,6615,90
Lake Sidigh Complex,x297,26.77,16.92,6390,120
Lake Sidigh Complex,x296,26.77,16.92,6305,85
Lake Sidigh Complex,x295,26.77,16.92,6085,70
Lake Sidigh Complex,x294,26.77,16.92,5395,70
Lake Sidigh Complex,x293,26.77,16.92,5035,150
Lake Sidigh Complex,x292,26.77,16.92,9370,120
Lake Sidigh Complex,x291,26.77,16.92,4560,145
Lalla Aicha,Hv7524,-5.87,31.95,3365,110
Lalla Aicha,Hv7057,-5.87,31.95,2240,85
Lalla Aicha,Hv7056,-5.87,31.95,5875,175
Laqiya,SMU773,27.5,20.23,4700,500
Laqiya,KN3181,27.5,20.23,5180,60
Largeau,Gif1232,18.12,17.93,6650,210
Largeau,Gif1231,18.12,17.93,7000,170
Largeau,Gif1230,18.12,17.93,2500,110
Le BaidhaI,GX1325,-9.33,18.42,2780,140
Le Signal (site6702),Gif3409,4.73,31.47,6080,150
Lemdena,Dak120,-14.52,19.32,1760,110
Lemgueirinat,LGQ153,-15.03,19.08,3781,302
Lemheiris,Gif3509,-16.8,22.1,6150,130
Lemheiris,Gif3507,-16.8,22.1,4350,150
Lemheiris,Gif3505,-16.8,22.1,5810,120
Lemheiris,Gif3463,-16.8,22.1,3740,130
Lenchturum Cap Rhir,Hv7060,-9.9,30.63,4835,125
Les Burins,Gif2649,5.25,32.03,6950,170
Les deux oeufs,ALG34,5.13,31.97,5500,125
Les Perles,Mc723,5.18,32.08,2400,120
Les Perles,Mc523,5.18,32.08,3750,90
Los Caserones,GaK8064,-15.5,28,1890,150
Maadi,Beta2805,31.5,29.5,5010,50
Maadi,Beta2804,31.5,29.5,4730,60
Macina KNT2,Pa550a,-4.67,15.67,1510,60
Macina KNT2,Pa549,-4.67,15.67,1500,70
Macina KNT2,Pa538,-4.67,15.67,1390,70
Macina KNT2,Pa534,-4.67,15.67,1490,70
Macina KNT2,Pa532,-4.67,15.67,1650,120
Macina KNT2,Pa530,-4.67,15.67,1640,70
Macina KNT2,Pa529,-4.67,15.67,1660,80
Macina KNT2,Pa350,-4.67,15.67,1580,75
Macina KNT2,Pa349,-4.67,15.67,1430,70
Macina KNT2,Pa344,-4.67,15.67,1370,60
Macina KNT2,Pa336,-4.67,15.67,1715,60
Madama,Hv9069,13.57,21.98,10900,540
Madaouela,Gif374,7.58,18.67,5520,250
Maghara canal 1,Lv1236,32.75,26.12,4810,50
Maghara canal 2,Lv1312,32.75,26.12,5110,75
Mahal Teglinos,290R,36.43,15.43,3860,60
Mahariat,Gif3515,-16.55,22.27,4100,110
Mahariat,Gif3512,-16.55,22.27,5250,110
Mahariat,Gif3511,-16.55,22.27,5040,110
Mahariat,Gif3504,-16.55,22.27,6180,130
Mahariat,Gif3503,-16.55,22.27,5360,120
Mahariat,Gif3467,-16.55,22.27,1080,100
MaIzza,Gif6431,-8.97,32.05,2420,90
Makhadma,Lv1379,32.58,26.17,6320,75
Makhadma,GrN12983,32.58,26.17,5990,70
Makhadma,GrN12982,32.58,26.17,5120,80
Manate,LGQ24,-16.32,19.43,4210,120
Manate,KI593,-16.32,19.43,2100,80
Manate,KI572,-16.32,19.43,3050,65
Manate,KI571,-16.32,19.43,2720,85
Manate,KI570,-16.32,19.43,3200,85
Manate,KI569,-16.32,19.43,4470,65
Manate,KI568,-16.32,19.43,4830,75
Manate,KI567,-16.32,19.43,4550,75
Manate,KI566,-16.32,19.43,3890,95
Manate,Gif2499,-16.32,19.43,4670,130
Manate,Gif2498,-16.32,19.43,4350,120
Manate,Gd5311,-16.32,19.43,5060,40
Manceron I,Mc908,6.28,31.92,6435,100
Manceron IV,Gif3414,6.33,31.03,4910,140
Mandi,44Gif,14.67,13.42,9835,135
Mansurab,SUA74,32.67,15.38,7620,130
Mansurab ouest,SUA73,32.35,15.37,6990,100
Mansurab ouest,SUA72,32.35,15.37,8400,150
Mansurab ouest,SUA71,32.35,15.37,7870,140
Marandet,Gif5550,7.47,16.37,1030,90
Marandet,Gif5548,7.47,16.37,1050,60
Marandet,Gif5547,7.47,16.37,1700,100
Marandet,Gif2599,7.47,16.37,1420,100
Marandet,Gif2598,7.47,16.37,1160,100
Marandet,Gif2597,7.47,16.37,1310,100
Marandet,Gif2596,7.47,16.37,1360,100
Marandet,Gif2595,7.47,16.37,1430,100
Marandet,Gif2158,7.47,16.37,1400,100
Marandet,Gif1726,7.47,16.37,1050,95
Marja (OuedelHay),Gif6188,-1.94,34.03,9930,90
Matmata,CRG241,9.77,33.46,12000,70
Medano Santiago,Gif3262,-13.5,26.67,3130,100
Megriou,Gif2911,-13.08,27.7,4450,110
Meniet,Sa59,4.3,25,5410,300
Mentes,183ParisVI,4.33,16.92,4590,130
Mentes,182Orsay,4.33,16.92,4440,220
Mentes,181Orsay,4.33,16.92,5220,180
Mentes sud,180ParisVI,4.34,16.92,4440,200
Meri,Poz8628,28.72,25.52,6920,50
Meri,Poz8586,28.72,25.52,7050,40
Merimda,WSU1846,30.67,30.33,5260,90
Merimda,W4355,30.67,30.33,5750,100
Merimda,UlOa,30.67,30.33,5430,120
Merimda,U9bb,30.67,30.33,6085,130
Merimda,U9b,30.67,30.33,5940,100
Merimda,U9a,30.67,30.33,5970,120
Merimda,U8,30.67,30.33,5580,230
Merimda,U73,30.67,30.33,5640,100
Merimda,U7,30.67,30.33,5800,800
Merimda,U6,30.67,30.33,6250,110
Merimda,U32,30.67,30.33,4690,150
Merimda,U10a,30.67,30.33,5430,100
Merimda,KN3279,30.67,30.33,5760,60
Merimda,KN3278,30.67,30.33,5590,60
Merimda,KN3277,30.67,30.33,5890,60
Merimda,KN3276,30.67,30.33,5790,60
Merimda,KN3275,30.67,30.33,5830,60
Merimde,UlOb,30.67,30.33,5550,100
Merimde,U10b,30.67,30.33,5550,100
Mermadha,T523,-12.3,19.2,7550,120
Messak site 07/39,UGAMS3758,12,26.01,5520,30
Messak site 07/39,UGAMS3757,12,26.01,5190,30
Messak site 07/39,UGAMS2839,12,26.01,5430,30
Messak site 556,GX28447,12.19,25.99,5290,40
Messak site 556,GX28446,12.19,25.99,5150,110
Messak site3 01,GX28456,12.06,26.05,6080,80
Midauwara 05,VRI2105,30.87,24.96,6030,120
Midauwara 05,B246431,30.87,24.96,8920,50
Midauwara 18,B246429,30.87,24.96,9030,60
Midauwara 43,B246430,30.87,24.96,8840,60
Mio,Mc2395,8.37,16.33,3170,90
Mirghissa,WSU190,31.33,21.83,6430,200
Mouskorbe,Gif3228,18.71,21.69,6600,140
Mouskorbe,x43,18.71,21.69,6700,140
Mouskorbe (25kmsw),Berlin,18.53,21.53,8530,100
MT27C,Pa391,-4.43,22.88,3800,100
Mtlili 1,KIA39293,-2.45,34.9,8800,45
Mtlili 1,KIA39292,-2.45,34.9,7955,40
Mtlili 1,KIA31007/2,-2.45,34.9,8745,55
Mtlili 1,KIA31007,-2.45,34.9,8880,35
Mtlili 5,KIA31008,-2.4,34.9,5800,30
Mtlili 5,KIA31002,-2.4,34.9,6110,35
Mtlili 5,KIA31001,-2.4,34.9,6020,40
Mtlili 6,KIA31003,-2.4,34.9,5840,35
Mudpans,KN4130,27.65,24.43,7720,70
Mudpans,KN4129,27.65,24.43,7530,80
Mudpans,KN4128,27.65,24.43,7590,70
Mudpans,KN4127,27.65,24.43,7470,70
Mudpans,KN4126,27.65,24.43,7530,80
Mudpans,KN4125,27.65,24.43,6990,100
Mudpans,KN4124,27.65,24.43,7050,70
Mudpans,KN4123,27.65,24.43,7400,80
Mudpans,KN3991,27.65,24.43,8010,180
Mudpans,KN3989,27.65,24.43,8000,70
Mudpans,KN3988,27.65,24.43,7720,75
Mudpans,KN3987,27.65,24.43,7390,75
Mudpans,KN3986,27.65,24.43,7910,70
Mudpans,KN3985,27.65,24.43,7590,75
Mudpans,KN3984,27.65,24.43,7270,65
Mudpans,KN3961,27.65,24.43,7720,75
Mudpans,KN3887,27.65,24.43,6530,150
Mudpans,KN3886,27.65,24.43,6460,65
Mudpans,KN3881,27.65,24.43,5770,220
Mudpans,KN3859,27.65,24.43,6690,65
Mudpans,KN3858,27.65,24.43,6320,65
Mudpans,KN3788,27.65,24.43,6640,65
Mudpans,KN3750,27.65,24.43,6650,65
Mudpans,KN3749,27.65,24.43,6880,70
Mudpans,KN3743,27.65,24.43,8250,75
Mudpans,KN3742,27.65,24.43,8260,100
Mudpans,KN3723,27.65,24.43,7660,80
Mudpans,KN3721,27.65,24.43,7370,170
Mudpans,KN3720,27.65,24.43,7550,160
Mudpans,KN3693,27.65,24.43,7660,70
Mudpans,KN3692,27.65,24.43,7510,70
Mudpans,KN3635,27.65,24.43,7500,75
Mudpans,KN3634,27.65,24.43,7550,75
Mudpans,KN3630,27.65,24.43,6530,150
Mudpans,KN3629,27.65,24.43,7000,150
Mudpans,KN3628,27.65,24.43,6770,90
Mudpans,KN3627,27.65,24.43,6830,70
Mudpans,KN3401,27.65,24.43,8150,100
Murzuq MT126,GX19828,12.1,24.67,8445,160
Nabta Gebel,SMU969,30.75,22.5,8290,90
Nabta Gebel,SMU947,30.75,22.5,8770,80
Nabta Nusub Playa,SMU629,30.75,22.5,7650,70
Nabta Playa,SMU491,30.75,22.5,9130,550
Nabta Playa,SMU261,30.75,22.5,6700,50
Nabta Playa,SMU257a,30.75,22.5,8580,80
Nabta Playa,SMU2505,30.75,22.5,6870,100
Nabta Playa,SMU2504,30.75,22.5,6430,75
Nabta Playa,SMU242b,30.75,22.5,7120,100
Nabta Playa,SMU240a,30.75,22.5,8018,240
Nabta Playa,SMU203,30.75,22.5,8010,80
Nabta Playa,SMU202a,30.75,22.5,8330,110
Nabta Playa,SMU200,30.75,22.5,9360,70
Nabta Playa,SMU199,30.75,22.5,8120,100
Nabta Playa,SMU191,30.75,22.5,7710,70
Nabta Playa,SMU189,30.75,22.5,8200,110
Nabta Playa,Gd6587,30.75,22.5,8600,100
Nabta Playa,Gd6258,30.75,22.5,7920,100
Nabta Playa,Gd6257,30.75,22.5,7770,100
Nabta Playa,Gd6254,30.75,22.5,8550,100
Nabta Playa,x51,30.75,22.5,8580,80
Nabta Playa,x50,30.75,22.5,7944,40
Nabta Playa E756,SMU257,30.75,22.5,8290,80
Nabta Playa E756,SMU255,30.75,22.5,8130,60
Nabta Playa E756,SMU253,30.75,22.5,8070,90
Nabta Playa E756,SMU252,30.75,22.5,8080,90
Nabta Playa E756,SMU249,30.75,22.5,8040,90
Nabta Playa E756,SMU240,30.75,22.5,7970,70
Nabta Playa E756,SMU219,30.75,22.5,8120,80
Nabta Playa E756,SMU208,30.75,22.5,7930,40
Nabta Playa E756,SMU202,30.75,22.5,8000,110
Nabta Playa E756,SMU189b,30.75,22.5,7910,100
Nabta Playa E756,OxA3485,30.75,22.5,7980,85
Nabta Playa E756,OxA3484,30.75,22.5,7950,90
Nabta Playa E756,OxA3222,30.75,22.5,8060,100
Nabta Playa E756,OxA3221,30.75,22.5,7980,100
Nabta Playa E756,OxA3220,30.75,22.5,8025,100
Nabta Playa E756,OxA3219,30.75,22.5,7950,100
Nabta Playa E756,OxA3218,30.75,22.5,8050,100
Nabta Playa E756,OxA3217,30.75,22.5,8020,100
Nabta Playa E756,Oxa3216,30.75,22.5,7960,100
Nabta Playa E756,OxA3215,30.75,22.5,8095,100
Nabta Playa E756,OxA3214,30.75,22.5,8080,100
Nabta Playa E758,SMU487,30.75,22.5,6550,80
Nabta Playa E758,SMU473,30.75,22.5,5810,80
Nabta Playa E758,SMU472,30.75,22.5,8900,80
Nabta Playa E758,SMU452,30.75,22.5,6570,70
Nabta Playa E758,SMU441,30.75,22.5,6310,90
Nabta Playa E758,SMU435,30.75,22.5,6500,80
Nabta Playa E758,SMU424,30.75,22.5,6690,80
Nabta Playa E758,SMU421,30.75,22.5,6960,150
Nabta Playa E758,SMU373,30.75,22.5,6880,70
Nabta Playa E758,SMU368,30.75,22.5,6500,90
Nabta Playa E758,SMU366,30.75,22.5,6130,80
Nabta Playa E758,SMU362,30.75,22.5,6280,60
Nabta Playa E758,SMU361,30.75,22.5,6240,70
Nabta Playa E758,SMU352,30.75,22.5,6600,90
Naga Gazira,AA265,26.58,17.85,6210,280
Naga Gazira,A3402,26.58,17.85,6810,70
Naga shush,Hv15562,24.78,16.98,6655,105
Naga shush,Hv15561,24.78,16.98,5995,100
Naga shush,HAM2456,24.78,16.98,5770,80
Naga shush,HAM2455,24.78,16.98,5380,450
Naga shush,x289,24.78,16.98,7670,180
Nagada cimetiere,C814,32.33,26.1,5576,300
Nagada cimetiere,C813,32.33,26.1,4720,310
Nagada cimetiere,C812,32.33,26.1,5020,290
Nagada cimetiere,C811,32.33,26.1,5619,280
Nagada cimetiere,C810,32.33,26.1,5744,300
Nagada KH1,WSU2256,32.72,25.65,5270,105
Nagada KH1,SMU360,32.72,25.65,5030,100
Nagada KH1,SMU351,32.72,25.65,4930,70
Nagada KH3,Tx2340,32.17,26.1,4970,70
Nagada KH3,SMU353,32.17,26.1,4780,70
Nagada KH3A,SMU493,32.67,25.67,5214,54
Nagada KH3B,WSU2255,32.33,26.1,4960,100
Nagada KH3B,SMU496,32.33,26.1,4992,70
Nagada KH3B,Beta1371,32.33,26.1,5000,85
Nagada KH3B,Beta1370,32.33,26.1,5015,80
Nagada KH3B,Beta1356,32.33,26.1,5010,75
Nagada KH6A,SMU303,32.67,25.67,5005,69
Naghez,I3564,-9.27,18.35,3205,105
Naghez,GX1888,-9.27,18.35,2885,140
Naghez,GX1324,-9.27,18.35,2700,115
Ndiarer,Gif362,-16.5,16,5060,250
Ndiegueur,Dak18,-16.47,15.97,1837,112
Ndramcha,Gif852,-15.77,18.6,6000,160
Nedeley,Gif1097,18.17,15.58,10900,300
Nedeley,Gif1094,18.17,15.58,10100,230
Nemra,Gif1587,18.55,16.3,8670,220
Ngadi,Pa668,-7.24,16.64,1192,34
Ngadi,Pa667,-7.24,16.64,3222,42
Ngadi,Pa2428,-7.24,16.64,3005,60
Niemilane,I3819,-9.33,18.42,2170,105
Nofalab,T3701,32.53,15.98,5520,130
Nofalab,T3700,32.53,15.98,5290,100
Nokara cave A,GX2888,-2.25,15.17,2130,150
Nokara cave A,GX0231,-2.25,15.17,2340,115
North Town 78165A,WSU2257,32.67,25.5,4990,80
Nouakchott,T404,-15.92,19.08,5570,120
Nouakchott,Ly350,-15.92,19.08,5510,120
Nouakchott,KI735,-15.92,19.08,6020,60
Nouakchott KN2,Ly4396,-15.93,18.03,2240,60
Nouakchott KN2,Ly4395,-15.93,18.03,2320,80
Nouakchott KN2,Gif4640,-15.93,18.03,5260,120
Nouakchott KN2,Gif4639,-15.93,18.03,3750,100
Nouakchott KN3,Gif4642,-16.02,18.02,1300,90
Nouakchott KN3,Gif4638,-16.02,18.02,1240,90
Nouakchott NW Radio,Ly4242,-15.93,18.03,2410,70
Nouakchott NW Radio,LGQ253,-15.93,18.03,2110,140
Nouakchott NW Radio,LGQ252,-15.93,18.03,5840,150
