Sitename,Labcode,Longitude,Latitude,Yrs BP,STD
Biskra,GaK1296,5.9,34.83,3680,80
Biskra,GaK1290,5.9,34.83,2040,80
Blaka Kalia,Hv11444,12.9,21.55,7090,155
Blaka Kalia,Hv11431,12.9,21.55,1400,55
Bled Initi,GX1326,-9.42,18.43,2600,110
Bochianga,Gif2612,18.43,16.12,1500,100
Bochianga,Gif2611,18.43,16.12,1500,100
Bonh Behl,Mc399,5.23,31.8,6290,120
Bordj Mellala,Mc811,4.4,32.33,6950,120
Bordj Mellala,Mc810,4.4,32.33,7125,120
Bordj Mellala,Mc809,4.4,32.33,6950,120
Bordj Mellala II,UW389,5.18,32.08,8070,100
Bordj Mellala II,U141389,5.18,32.08,8070,100
Bordj Mellala II,Gif4635,5.18,32.08,7840,110
Bordj Mokhtar,LGQ151,0.95,21.33,10260,190
Bordj Mokhtar,Hv9689,0.95,21.33,5830,170
Bordj Mokhtar,Hv9688,0.95,21.33,6905,100
Bordj Tan Kena,Gif5447,8.5,26.5,5970,80
Borkou,T948,17.53,17.35,9500,120
Botmasi Mammal,Mc328,4.88,34.37,6880,100
Botmasi Marnmar,ALG33,4.88,34.37,6600,250
Bou Ali,I1788,-0.25,27.17,6360,140
Bou Ali,I1786,-0.25,27.17,3010,105
Bou Ali,x38,-0.25,27.17,1520,150
Bou Bernous,I1648,-3.07,27.33,6420,190
Bou Jbeha,Gif6459,-2.57,18.47,3460,90
Bou Khzama,Pa671,-7.27,16.75,1643,34
Bou Khzama,Pa666,-7.27,16.75,1634,34
Bou Khzama,Pa665,-7.27,16.75,3330,38
Bou Khzama,Pa653,-7.27,16.75,3231,36
Bou Khzama,Pa2437,-7.27,16.75,3690,60
Bou Khzama,Pa2174,-7.27,16.75,1390,100
Bou Khzama,Pa2170,-7.27,16.75,3250,100
Bou Khzama,Pa2160,-7.27,16.75,1530,50
Bou Khzama,Pa2153,-7.27,16.75,3765,35
Bou Khzama,Pa2129,-7.27,16.75,3300,100
Bou Khzama,Pa2128,-7.27,16.75,2840,80
Bou Khzama,Pa2127,-7.27,16.75,1415,120
Bou Khzama,GX30818AMS,-7.27,16.75,2440,40
Bou Khzama,GX28137AMS,-7.27,16.75,2340,40
Boueraest,UQ1078,-3.53,19.27,5900,200
Boueraest,UQ1019,-3.53,19.27,8700,200
Brezina grotte El Arouya,Gif3011,1.25,33.1,3600,130
Brezina grotte piste,Mc914,1.22,33.13,4340,200
Brezina grotte piste,Mc912,1.22,33.13,4570,100
Brezina grotte piste,Mc911,1.22,33.13,4730,100
Brezina grotte piste,Mc910b,1.22,33.13,4190,100
Brezina grotte piste,Mc910a,1.22,33.13,4160,100
Brezina le meandre,Gif883,1.25,33.1,5850,100
Brezina le meandre,Gif3012,1.25,33.1,5350,130
Brezina oued Seggueur,ALG54,1.25,33.08,2400,105
Bucheum,59Gd,32.5,25.83,5140,60
Bura,Gado93b,0.98,14.5,1350,80
Bura,Gado93,0.98,14.5,1810,60
Burget Tuyur,KN4033,28.42,21.25,6030,160
Burget Tuyur,KN3964,28.42,21.25,4730,60
Burget Tuyur,KN3880,28.42,21.25,6780,65
Burget Tuyur,KN3708,28.42,21.25,5690,140
Burget Tuyur,KN3706,28.42,21.25,5730,130
Burget Tuyur,KN3705,28.42,21.25,5990,170
Burget Tuyur,KN3646,28.42,21.25,6840,160
c.te257,Gif7246,0.5,34.35,7250,80
Cap Tafarit,Ly345,-16.25,20.12,6130,140
Cap Tafarit,Gif2497,-16.25,20.12,3080,110
Cap Timiris,Ly457,-16.53,19.38,2640,120
Cap Timiris,Gd4270,-16.53,19.38,1760,60
Catfish Cave,Y1680,32.12,22.72,4830,80
Catfish Cave,Y1649,32.12,22.72,7105,120
Catfish Cave,Y1646,32.12,22.72,7060,120
Chaaba Bayda,Gif6828,-1.85,34.55,9560,100
Chaaba Bayda,Gif6497,-1.85,34.55,11290,160
Chaaba Bayda,Gif6187,-1.85,34.55,11200,160
Chaddallal,Ly4398,-16.17,18.87,4990,90
Chami,Gif2167,-16.03,20.08,3310,240
Chami,Gif2166,-16.03,20.08,2290,130
Chami,Gif1970,-16.03,20.08,3150,140
Chami (dune1),Gif1859,-15.97,19.97,1520,140
Chami (dune1),Gif1857,-15.97,19.97,2380,220
Chami (dune1),Gif1763,-15.97,19.97,2450,110
Chami (Graret Zra 6),Gif2168,-16.05,20.08,2450,130
Chami (Graret Zra A),Gif2492,-16.03,20.08,3500,120
Chami (Graret Zra A),Gif2488,-16.03,20.08,3450,110
Chami (Graret Zra A),Gif2162,-16.03,20.08,2500,100
Chami (Graret Zra A),Gif2161,-16.03,20.08,2170,100
Chami (Graret Zra A),Gif1970a,-16.03,20.08,3650,140
Chami (Graret Zra A),Gif1856,-16.03,20.08,3950,80
Chami (Graret Zra A),Gif1762,-16.03,20.08,3100,120
Chami (Graret Zra B),Gif2489,-16.03,20.08,2090,120
Chami (Graret Zra B),Gif2164,-16.03,20.08,2360,100
Chami (Graret Zra B),Gif2163,-16.03,20.08,2100,180
Chami (Graret Zra),Gif3060,-16.03,20.08,3530,220
Chami (Graret Zra),Gif2491,-16.03,20.08,2960,110
Chami 10 km N Graret Zra,Gif2333,-16.03,20.08,4190,130
Chami 3 km,Gif2496,-16.07,20.02,3220,110
Chami 8km N Graret Zra,Ly346,-16.03,20.08,3570,120
Chami 8km N Graret Zra,Gif2487,-16.03,20.08,3220,110
Chami 8km N Graret Zra,Gif2486,-16.03,20.08,3850,120
Chami 9 km N Graret Zra,Gif2334,-16.03,20.08,1870,240
Chami 9 km N Graret Zra,Gif1765,-16.03,20.08,2500,100
Chami dune 7,Gif2165,-15.97,20.07,6580,350
Chedd Allal,Ly4397,-16.17,18.87,2600,80
Chedd Allal,Ly4392,-16.17,18.87,5600,100
Cheguelengua,Gif3838,11.32,15.92,4150,120
Chemchane,I2291,-12.2,20.93,9230,700
Chemchane,I2166,-12.2,20.93,7320,120
Chemchane,GrN4386,-12.2,20.93,6580,50
Chemchane,Dak20,-12.2,20.93,8178,208
Chemchane,Dak12,-12.2,20.93,8052,204
Chigettomi (Rkiz),Gif2769,-10.43,17.42,1400,90
Chilegard,205ParisVI,5.42,17.75,4555,80
Chin Tafidet,Pa667a,6.33,17.5,3810,200
Chin Tafidet,Pa663,6.33,17.5,4390,80
Chin Tafidet,Pa660b,6.33,17.5,4550,130
Chin Tafidet,Pa458,6.33,17.5,3830,130
Chin Tafidet,Pa438,6.33,17.5,3365,100
Chin Tafidet,Pa295,6.33,17.5,3730,200
Chin Tafidet,Pa292,6.33,17.5,3325,260
Chin Tafidet,Pa252,6.33,17.5,3520,200
Chin Tafidet,Pa251,6.33,17.5,3725,200
Chin Tafidet,Orsav,6.33,17.5,3385,65
Chin Wasararan,Mc1702-a,7.93,16.2,2970,95
Chin Wasararan,Mc1701,7.93,16.2,2795,105
Chin Wasararan,Mc1700,7.93,16.2,3160,95
Chipude,CSIC195,-17.25,28.12,1480,60
Chottech Chergui,37Orsay,0.5,34.35,8150,165
Chouchotel Atrous (8),Gif8474,10.15,31.73,6580,350
Chufu,KIA18416,28.59,25.56,6960,35
Chufu,KIA18414,28.59,25.56,7000,35
Chufu,KIA18413,28.59,25.56,7955,55
Chufu,KIA18412,28.59,25.56,7160,35
Chufu,KIA17740,28.59,25.56,4125,25
Chufu,KIA17739,28.59,25.56,4155,25
Chufu,KIA17738,28.59,25.56,4095,31
Columnata,Alg97,0.34,35.23,10850,425
Conical Hill,UtC5583,27.63,17.39,5400,50
Conical Hill,Poz8589,27.63,17.39,3460,35
Conical Hill,Poz8588,27.63,17.39,3845,35
Conical Hill,KN3948,27.63,17.39,5640,140
Conical Hill,KN3947,27.63,17.39,5780,180
Conical Hill,KN3946,27.63,17.39,5000,150
Conical Hill,KN3945,27.63,17.39,5760,65
Conical Hill,KN3944,27.63,17.39,4600,250
Conical Hill,KN3943,27.63,17.39,4600,150
Conical Hill,KIA14901,27.63,17.39,5590,45
Conical Hill,KIA14900,27.63,17.39,5275,35
Conical Hill,Hv14440,27.63,17.39,5740,170
Conical Hill,Hv14438,27.63,17.39,7260,70
Conical Hill,Hv14437,27.63,17.39,6630,65
Crater Begour,H2938-2432,16.05,21.31,8295,190
Cuevas del Rey,Gro1191,-15.69,28,1665,60
Cyrenaique,SRR201,23.05,28.45,8680,60
Dabadib,KN3327s,30.36,25.48,7500,180
Dabarosax,x1864,31.4,22.01,6150,300
Daeet bent Ouahzane,36Gif,0.5,34.35,5700,70
Daeet el Melah,Gif7248,1.5,31.5,7200,80
Daeet el Melah,35Orsay,1.5,31.5,7720,90
Daeet el Melah,34Orsay,1.5,31.5,7400,140
Daeet el Melah,32Orsay,1.5,31.5,6990,170
Daeet el Melah,31Orsay,1.5,31.5,5420,160
Daeet el Melah,30Orsay,1.5,31.5,5340,75
Daeet el Melah,29Orsay,1.5,31.5,5200,160
Daeet es Soued,Gif7245,0.5,34.35,6360,110
Daeet Habae,Gif7244,0.5,34.35,6470,80
Dahiet el Atench,Gif7448,-12.83,19,8050,90
Daiet el Melah,33Orsay,1.5,31.5,10930,230
Dakhla,SMU631,28.83,25.67,6590,75
Dakhla dje Edmonton,Hv8317,28.73,25.72,7755,80
Damatoumou,ETH20213,-3.44,14.4,8210,70
Damatoumou,ETH18652,-3.44,14.4,8300,70
Debeira,U2426,31.4,22.08,4440,90
Debeira,U2425,31.4,22.08,4270,70
Delebo,Gif352,21.25,17.2,6900,300
Delebo,Gif351,21.25,17.2,7200,300
Detarium,SacA6340,-3.44,14.4,5305,30
Detarium,Erl8356,-3.44,14.4,6187,58
Detarium,Erl8354,-3.44,14.4,5491,67
Dhraena,Ly4394,-15.27,18.92,3150,70
Dhraina km 130,Ly2579,-15.25,18.98,2470,180
Dhraina nord,LGQ154,-14.97,19.13,3607,272
Dibeira,U2425b,31.4,22.08,4160,55
Dibeira west 4,WSU103,31.35,22.08,5220,50
Dibeira west DIW1,WSU176,31.35,22.08,7700,120
Dibeira west DIW1,WSU175,31.35,22.08,9390,180
Dibeira west DIW5,Tx1155,31.35,22.08,6540,110
Dibeira west DIW50,WSU174,31.35,22.08,5600,200
Dibeira west DIW50,SMU2,31.35,22.08,5880,150
Dibeira west DIW50,SMU1,31.35,22.08,5410,150
Dibeira west DIW51,SMU582,31.35,22.08,8860,90
Dibeira west DIW53,SMU4,31.35,22.08,7910,120
Dibella,Hv14482,13.13,17.53,7085,340
Dibella,Hv14026,13.13,17.53,9785,75
Dibella,Hv14025,13.13,17.53,10230,245
Djabarona,UtC9887,26.78,17.35,3668,42
Djabarona,UtC9886,26.78,17.35,3700,50
Djabarona,UtC9885,26.78,17.35,3339,40
Djabarona,UtC9884,26.78,17.35,3496,41
Djabarona,UtC9883,26.78,17.35,3779,41
Djabarona,UtC9882,26.78,17.35,3760,41
Djabarona,UtC5942,26.78,17.35,3294,38
Djabarona,UtC5941,26.78,17.35,3320,60
Djabarona,KN4669,26.78,17.35,4456,178
Djabarona,KN3774,26.78,17.35,3980,120
Djabarona,KN3554,26.78,17.35,4410,120
Djabarona,KN3523,26.78,17.35,3250,60
Djabarona,KN3522,26.78,17.35,4810,110
Djabarona,KN3521,26.78,17.35,4420,130
Djabarona,KN3417,26.78,17.35,5240,260
Djabarona,KN3416,26.78,17.35,3570,110
Djabarona,KN3408,26.78,17.35,4120,130
Djabarona,KN3405,26.78,17.35,4210,200
Djabarona,KN2940,26.78,17.35,3740,120
Djabarona,KIA12419,26.78,17.35,3335,300
Djabarona,Hv16261,26.78,17.35,3195,135
Djabarona,Hv13564,26.78,17.35,7985,90
Djabarona,Hv13563,26.78,17.35,9195,85
Djanet,Hv5618,9.45,24.57,5960,195
Djara,UtC9465,29.72,27.29,6430,50
Djara,UtC9464,29.72,27.29,7500,60
Djara,UtC9463,29.72,27.29,6959,46
Djara,UtC9462,29.72,27.29,6900,50
Djara,UtC9460,29.72,27.29,7913,43
Djara,Poz8627,29.72,27.29,6280,50
Djara,Poz8626,29.72,27.29,5700,40
Djara,Poz8585,29.72,27.29,7900,40
Djara,KN4603,29.72,27.29,7421,74
Djara,KN4602,29.72,27.29,7588,82
Djara,KN4601,29.72,27.29,6448,69
Djara,KN4600,29.72,27.29,6685,90
Djara,KN4423,29.72,27.29,8620,90
Djara,KN4422,29.72,27.29,7820,90
Djara,KN4326,29.72,27.29,7260,80
Djara,KIA16645,29.72,27.29,6365,30
Djara,KIA16644,29.72,27.29,6885,30
Djara,KIA15960,29.72,27.29,7040,50
Djara,KIA12422,29.72,27.29,8055,60
Djara,HD16313,29.72,27.29,6753,53
Djara,HD16311,29.72,27.29,6786,49
Djara,Erl2872,29.72,27.29,6713,75
Djara,Erl2863,29.72,27.29,7303,109
Djara,Erl2862,29.72,27.29,7215,81
Djara,Erl2861,29.72,27.29,5982,78
Djara,Erl2860,29.72,27.29,6406,105
Djara,Erl2859,29.72,27.29,6696,94
Djebel Eghei,KN3755b,19.63,22.49,5060,60
Djebel Eghei,KN3674,19.63,22.49,4600,600
Djebel Kamil,KN4031,26.1,22.02,6540,75
Djebel Kamil,KN3979,26.1,22.02,4520,80
Djebel Kamil,KN3978,26.1,22.02,4590,80
Djebel Kamil,KN3975,26.1,22.02,4310,65
Djebel Kamil,KN3974,26.1,22.02,4310,60
Djebel Kamil,KN3526,26.1,22.02,8140,70
Djebel Kamil,KN3525,26.1,22.02,8170,75
Djebel Kamil,KN3175,26.1,22.02,7140,160
Djebel Muftahsw,A2516,25.5,25.5,6680,320
Djebel Nero,Hv2875,17.29,22.11,7570,115
Djebel Nero,Hv2874,17.29,22.11,1435,50
Djebel Quoquin,Hv7374,19.17,25.75,6535,175
Djebel Quoquin,Hv3769,19.17,25.75,5295,145
Djebel Quoquin,Hv3768,19.17,25.75,5110,295
Djebel Tageru,UtC9008,26.92,16.38,5050,50
Djebel Tageru,KN3402,26.92,16.38,4420,130
Djebel Tageru,Hv16255,26.92,16.38,6280,70
Djebel Tageru,Hv16254,26.92,16.38,7375,90
Djebel Tageru,Hv16253,26.92,16.38,9335,70
Djebel Tumsa,Hv10949,27.97,14.2,6355,100
Djebel Tumsa,Hv10945,27.97,14.2,4360,370
Djiganayai,GX29359AMS,-7.23,16.33,3370,40
Djiganayai,GX29358AMS,-7.23,16.33,3550,40
Djiganayai,GX28140AMS,-7.23,16.33,3260,40
Djiganayai,GX28139AMS,-7.23,16.33,2780,30
Djofra Depression est,Mc909,1.8,31.92,7610,100
Djourab NE,Hv4694,18.83,16.33,1570,100
Dmirat Sbah I,Mc529,4.35,30.77,5700,110
Dmirat Sbah II,Mc530,4.35,30.73,6900,110
Dogonboulo,S4120,11.57,18.3,8770,170
Dogonboulo,S4116,11.57,18.3,6850,250
Dogonboulo,S4112,11.57,18.3,10620,390
Dogonboulo,Hv14022,11.57,18.3,7010,180
Dogonboulo,Hv14021,11.57,18.3,7655,225
Dogonboulo,Hv14020,11.57,18.3,7125,290
Dogonboulo,Gif3892,11.57,18.3,12080,220
Dogonboulo,204Orsay,11.57,18.3,2460,550
Dogonboulo,203Orsay,11.57,18.3,6650,165
Dogoule (Termit),Gif3839,11.33,15.83,7780,170
Don Gaspar,GaK8067,-16.36,28.4,1390,110
Don Gaspar,GaK8066,-16.36,28.4,1750,80
Dra Mtael Abiod,Mc629,8.08,34.92,7090,110
Dra Mtael Abiod,Mc628,8.08,34.92,7280,120
Dra Mtael Abiod,Mc627,8.08,34.92,7000,110
Dra Mtael Abiod,Mc626,8.08,34.92,7070,120
Dra Mtael Abiod,Mc625,8.08,34.92,7090,110
Dra Mtael Abiod,x1133,8.08,34.92,7000,200
Draa el Azel,Gif8401,1.45,31.7,7160,70
Draa el Azel,Gif7424,1.45,31.7,5700,70
Draa Malichigdane,Gif2552,-13.58,20,4850,130
Draa Malichigdane,Gif2551,-13.58,20,3120,110
Draa Malichigdane,Gif2550,-13.58,20,2030,100
Dungal,WSU316,31.52,23.33,7900,150
Dungal site 8718,WSU328,31.52,23.33,4510,255
Dungal site 8773,WSU327,31.58,23.47,3640,180
Dykearea,SMU242,29.83,23.5,7150,130
Eastpans,UtC5940,29.2,24.76,4430,80
Eastpans,UtC5757,29.2,24.76,6133,30
Eastpans,UtC5756,29.2,24.76,5958,34
Eastpans,UtC5755,29.2,24.76,6022,37
Eastpans,UtC5754,29.2,24.76,5984,36
Eastpans,UtC5753,29.2,24.76,6041,39
Eastpans,UtC5752,29.2,24.76,6072,36
Eastpans,UtC5751,29.2,24.76,6053,36
Eastpans,UtC5750,29.2,24.76,5998,45
Eastpans,UtC5749,29.2,24.76,6102,46
Eastpans,UtC5623,29.2,24.76,7750,150
Eastpans,UtC5585,29.2,24.76,7529,48
Eastpans,UtC5582,29.2,24.76,7820,50
Eastpans,UtC5459,29.2,24.76,7752,48
Eastpans,UtC5451,29.2,24.76,6170,80
Eastpans,KN5223,29.2,24.76,8350,55
Eastpans,KN5006,29.2,24.76,7213,80
Ebelelit,OxA-X-2287-25,0.183,16.933,3687,30
Edjaila,Gif3514,-16.42,21.75,4440,110
Edjaila,Gif3510,-16.42,21.75,4850,140
EdjailaII,Gif3461,-16.42,21.75,3020,110
EdjailaIII,Gif3462,-16.42,21.75,3310,120
Efey Washaran,Mc1703,7.75,16.15,2875,105
Egaro,Pa0661,11.45,15.71,3645,150
Egaro,Pa0629,11.45,15.71,4000,100
Ekaham Uan Tartai,Gif292,9.65,24.7,4470,250
Eki Kowmei,BONN1973,16.67,22.83,6860,220
Eknawan Ataran,Mc2393,7.8,16.1,2400,90
Eknewan Ataran,Mc2397,7.8,16.1,2440,90
El Adam E798,SMU928,30.02,22.65,9610,150
El Adam E798,SMU927,30.02,22.65,9350,120
El Adam E798,SMU914,30.02,22.65,9180,140
El Adam E798,SMU861,30.02,22.65,9060,80
El Adam E798,SMU858,30.02,22.65,9820,380
El Adam E798,SMU757,30.02,22.65,8920,130
El Adam E801,SMU926,30.07,22.65,8020,90
El Adam E801,SMU924,30.07,22.65,7920,180
El Adam E801,SMU915,30.07,22.65,8020,70
El Adam E804,SMU925,30.07,22.65,9220,120
El Adam G2,SMU758,30.02,22.65,9440,230
El Aed,SMU622,30.22,22.87,6980,150
El Arag,WSU1691,26.17,28.83,6520,105
El Arag,SMU1694,26.17,28.83,7980,160
El Atrun,uz2270,26.65,18.17,9180,200
El Atrun,TO600,26.65,18.17,9220,70
El Atrun,TO599,26.65,18.17,6280,60
El Atrun,TO598,26.65,18.17,8060,70
El Atrun,TO597,26.65,18.17,7890,70
El Atrun,TO181,26.65,18.17,9880,100
El Atrun,Hv13566,26.65,18.17,7370,80
El Atrun,x318,26.65,18.17,7020,65
El Balaad,SMU965,30.28,22.77,6180,70
El Balaad,SMU761a,30.28,22.77,8270,190
El Barkat (Fezzan),Sa93,10.18,24.92,1680,120
El Bayed,Mc152,5.97,28.5,7300,200
El Bayed,Gif1931,5.97,28.5,7250,100
El Bebedero,GrN15804,-16.51,28.37,1840,30
El Bebedero,GrN15762,-16.51,28.37,1950,60
El Beid,SMU440,30.75,22.83,8960,110
El Beida,Gif1821,5.97,28.5,7100,180
El Beyyed,Dak16,-11.3,21.58,7852,200
El Camra,Rabet137,-2.44,35.13,5516,146
El Damer,T-9698,33.97,17.58,8040,100
El Damer,T-9689,33.97,17.58,7910,100
El Damer,T-8640,33.97,17.58,8010,100
El Damer,T-8639,33.97,17.58,7820,100
El Damer,T-8638,33.97,17.58,7780,100
El Damer,T-8637,33.97,17.58,7970,90
El Damer,T-8635,33.97,17.58,7580,100
El Damer,T-8634,33.97,17.58,7850,100
El Damer,T-8633,33.97,17.58,7920,100
El Damer,T-8632,33.97,17.58,7860,100
El Damer,T-8631,33.97,17.58,7260,100
El Damer,T-7485,33.97,17.58,8390,50
El Damer,T-7484,33.97,17.58,7690,100
El Feel,SMU749,29.92,22.48,7170,80
El Feel,SMU1224,29.92,22.48,7360,200
El Ghaba,Gif6307,33.37,16.75,5020,100
El Ghaba,Gif5507,33.37,16.75,5660,120
El Ghaba,Gif5506,33.37,16.75,4990,110
El Ghaba,Gif5505,33.37,16.75,5660,120
El Ghorab,SMU864,30.22,22.82,7990,90
El Ghorab,SMU862,30.22,22.82,8560,140
El Ghorab,SMU756,30.22,22.82,7890,90
El Ghorab,SMU750a,30.22,22.82,8250,140
El Ghorab,SMU750,30.22,22.82,8190,120
El Ghorab,SMU1020,30.22,22.82,6330,60
El Golea,Hv9699,2.88,30.7,1930,260
El Golea,Hv5622,2.88,30.7,5000,215
El Golea,Hv5619,2.88,30.7,7535,475
El Golea17,Hv5620,2.88,30.73,3375,140
El Hadjar,Mc527,4.78,31.53,7925,130
El Hadjar,Mc398,4.78,31.53,6670,100
El Hadjar,Gif880,4.78,31.53,7300,100
El Hadjar (site 6701),Gif3407,5.3,30.87,6200,150
El Hadjar (site 6709),Gif3413,5.25,32.03,7560,170
El Hadjar de mantele,Mc400,4.78,31.53,8050,100
El Hadjar sebkha,ALG42,4.75,31.47,6160,150
El Haiz Bahari,WSU1868,28.5,27.83,6940,140
El Haiz Bahari,WSU1848,28.5,27.83,6285,120
El Haiz Bahari,WSU1844,28.5,27.83,6490,105
El Haiz Bahari,WSU1843,28.5,27.83,2920,110
El Hamraea,Gif3412,5.25,32.13,7070,170
El Haouita terrasse,ALG28,2.18,33.68,8220,820
El Haouita versant,Mc316,2.18,33.68,3960,120
El Haroura II,Ly2149,-6.95,33.92,5980,210
El Haroura II,Ly1601,-6.95,33.92,5800,150
El Hassi,UW390,3.17,32.1,7510,110
El Hormiguero,GaK8057,-15.5,28,1740,90
El Kab,Lv1050d,32.83,25.17,3910,210
El Kab,Lv1035,32.83,25.17,4490,60
El Kab 1,Lv465,32.83,25.17,7930,160
El Kab 1,Lv464,32.83,25.17,7990,150
El Kab 1,Lv393,32.83,25.17,8340,160
El Kab 2,GrN7190,32.83,25.17,7885,50
El Kab 2,GrN7188c,32.83,25.17,8095,75
El Kab 3,GrN7189c,32.83,25.17,8090,75
El Kadada,Gif6809,33.37,16.75,4840,70
El Kadada,Gif6530,33.37,16.75,3010,80
El Kadada,Gif5771,33.37,16.75,4730,80
El Kadada,Gif5509,33.37,16.75,5170,110
El Kadada,Gif5508,33.37,16.75,4790,110
El Kadada,Gif5213,33.37,16.75,4830,50
El Kadada,Gif4675,33.37,16.75,4630,80
El Kenger,Gif6811,32.58,15.92,5080,70
El Kharafish,Poz11358,29.14,25.62,5590,40
El Kharafish,Poz11357,29.14,25.62,4150,35
El Kharafish,Poz11356,29.14,25.62,4210,35
El Kharafish,Poz11355,29.14,25.62,4175,35
El Kharafish,Poz11354,29.14,25.62,4405,35
El Kortein,SMU470,30.75,22.75,7230,100
El Kortein,SMU462,30.75,22.75,7530,180
El Kortein,SMU416,30.75,22.75,8840,90
El Kudra,Gif6810,33.75,16.83,5230,70
El Larich (1),Gif8478,9.58,31.57,8230,70
El Maharra,Dak22,-16.26,19.09,1869,115
El Mekta,x1134,8.67,34.58,8400,400
El Melah 11,x351,11.12,33.4,5920,120
El Mermouta,Mc285,5.35,34.58,8410,130
El Mermouta,ALG20,5.35,34.58,6240,270
El Mermouta,ALG18,5.35,34.58,6450,260
El Obdjiha,Gif6236,1.17,31.33,4300,90
El Omari,C463,31.33,29.67,5255,230
El Oualadji,C2271,-3.5,16.25,925,70
El Ouarr,Mc710,-11.33,28.33,4950,100
El Ouarr,Gif3013,-11.33,28.33,3550,120
El Outaya,GaK1719,5.83,34.83,11640,350
El Pajar,GaK8055,-15.5,28,1470,110
El Qalaa,T6656,32.59,15.97,6620,90
El Qalaa,Rom257,32.59,15.97,6220,80
El Rhimiya,Gif2884,-9.17,18.33,3830,150
El Rhimiya I,Gif2885,-9.17,18.33,7120,150
El Rhimiya XIII,Mc425,-9.17,18.33,8030,150
El Rhimiya XIII,Gif2883,-9.17,18.33,6990,150
El Salamuni,Lv1237a,31.64,26.37,5780,100
El Salamuni,Lv1237,31.64,26.37,5730,100
El Tarif,Gda,32.5,25.83,5030,100
El Tarif,Gd689b,32.5,25.83,5070,60
El Tarif,Gd689,32.5,25.83,5055,60
El Tarif,Gd1127,32.5,25.83,4620,60
El Tarif,58Gd,32.5,25.83,6310,80
El Tarif,57Gd,32.5,25.83,5560,80
El Tarif,56Gd,32.5,25.83,5030,60
El Timeyin,Rom263,32.6,15.92,6780,90
El Ushara,Gif6306,33.33,16.67,5350,100
El Ushara,Gif6305,33.33,16.67,5000,100
Elb Lehnoucha,Pa664,-7.54,16.86,4076,48
Elb Lehnoucha,Pa661,-7.54,16.86,2080,35
Elb Lehnoucha,Pa660,-7.54,16.86,4213,41
Emi Lulu,202Orsay,10.85,22.38,4500,300
Enneri Bardague,Hv6934,16.65,22.55,1890,135
Enneri Bardague,Hv6932,16.65,22.55,1615,155
Enneri Bardague,Hv6931,16.65,22.55,3900,155
Enneri Bardague,Hv6928,16.65,22.55,5230,85
Enneri Bardague,Hv6926,16.65,22.55,4125,100
Enneri Bardague,Hv6924,16.65,22.55,1715,85
Enneri Bardague,Hv6919,16.65,22.55,5135,105
Enneri Bardague,Hv4499,16.65,22.55,3270,235
Enneri Bardague,Hv3790;,16.65,22.55,3790,300
Enneri Bardague,Hv2981,16.65,22.55,7340,1320
Enneri Bardague,Hv2980,16.65,22.55,9200,95
Enneri Bardague,Hv2891,16.65,22.55,8640,1320
Enneri Bardague,Hv2890c,16.65,22.55,10510,80
Enneri Bardague,Hv2782,16.65,22.55,1430,190
Enneri Bardague,Hv2779,16.65,22.55,6715,220
Enneri Bardague,Hv2778,16.65,22.55,1890,200
Enneri Bardague,Hv2776,16.65,22.55,4190,375
Enneri Bardague,Hv2775,16.65,22.55,7455,180
Enneri Bardague,Hv2773,16.65,22.55,6435,225
Enneri Bardague,Hv2749,16.65,22.55,1840,60
Enneri Bardague,Hv2195,16.65,22.55,6930,370
Enneri Bardague,H2936-2373,16.65,22.55,1575,95
Enneri Bardague,H2936-2372,16.65,22.55,1780,60
Enneri Blaka,hv114..,12.7,21.35,4300,100
Enneri Dirennao,Hv4665,16.93,21.35,5845,80
Enneri Dirennao,Hv4664,16.93,21.35,7590,120
Enneri Dirennao,Hv2260,16.93,21.35,2690,435
Enneri Dirennao,H2937-2431,16.93,21.35,9340,85
Enneri Dirennao,Gif1316,16.93,21.35,1570,100
Enneri Dirennao,x46,16.93,21.35,8115,100
Enneri Hamora,Hv6840,17.15,21.23,6435,1025
Enneri Nodi,Gif1183,16.58,20.48,3375,120
Enneri Nodi,Gif1182,16.58,20.48,5550,150
Enneri Oyoroum,Hv3766,18.5,22.67,5125,185
Enneri Oyoroum,Hv3765,18.5,22.67,2350,410
Enneri Oyoroum,Hv3763,18.5,22.67,3735,535
Enneri Tabi,Hv4836,17.05,21.33,11865,290
Enneri Tabi,Hv4206a,17.05,21.33,10350,115
Enneri Tabi,Hv4206,17.05,21.33,8115,475
Enneri Tabi,Hv4205,17.05,21.33,8655,275
Enneri Tabi,Hv4204,17.05,21.33,8775,200
Enneri Tabi,Hv4203,17.05,21.33,9365,150
Enneri Tabi,Hv4202,17.05,21.33,7820,90
Enneri Tabi,Hv4201,17.05,21.33,10850,135
Enneri Tabi,Hv4200,17.05,21.33,11540,170
Enneri Tabi,Hv4199,17.05,21.33,9655,95
Enneri Tabi,Hv4198,17.05,21.33,9170,130
Enneri Tabi,Hv3770,17.05,21.33,9595,80
Enneri Tabi,Hv3714,17.05,21.33,7825,85
Enneri Tabi,Hv3713,17.05,21.33,10800,145
Enneri Tabi,Hv3711,17.05,21.33,11825,150
Enneri Tabi,Hv3706,17.05,21.33,10170,145
Enneri Tabi,Hv3705,17.05,21.33,10425,145
Enneri Tabi,Hv3704,17.05,21.33,9360,120
Enneri Tabiriou,Hv3354,17.05,21.33,10059,140
Enneri Tihai,Hv5480,19.33,23.67,4095,210
